LanePointX,LanePointY
-1.381974,4.950000
-1.115962,4.950000
-0.848959,4.950000
-0.597258,4.950000
-0.344678,4.950000
-0.094698,4.950000
0.172020,4.950000
0.437031,4.950000
0.704255,4.950000
0.968746,4.950000
1.230427,4.950000
1.497434,4.950000
1.757726,4.950000
2.015555,4.950000
2.284732,4.950000
6.700163,4.950000
6.982301,4.950000
7.270665,4.950000
7.566493,4.950000
7.869074,4.950000
8.178931,4.950000
8.495442,4.950000
8.819009,4.950000
9.149431,4.950000
9.402048,4.950000
9.657166,4.950000
9.916386,4.950000
10.177377,4.950000
10.442188,4.950000
10.707883,4.950000
15.116896,4.950000
15.394580,4.950000
15.671290,4.950000
15.948875,4.950000
16.225200,4.950000
16.502413,4.950000
16.778277,4.950000
17.054987,4.950000
17.330988,4.950000
17.608000,4.950000
17.883205,4.950000
18.159796,4.950000
18.435158,4.950000
18.712336,4.950000
18.989699,4.950000
23.840802,4.950000
24.177713,4.950000
24.515359,4.950000
24.859160,4.950000
25.205481,4.950000
25.556910,4.950000
25.910971,4.950000
26.269925,4.950000
26.632012,4.950000
26.998730,4.950000
27.368519,4.950000
27.742876,4.950000
27.994211,4.950000
28.245783,4.950000
28.499990,4.950000
32.676897,4.950000
32.941142,4.950000
33.205924,4.950000
33.470812,4.950000
33.735170,4.950000
34.000275,4.950000
34.264729,4.950000
34.528559,4.950000
34.792815,4.950000
35.057056,4.950000
35.321191,4.950000
35.585242,4.950000
35.849335,4.950000
36.113036,4.950000
36.378815,4.950000
40.588295,4.950000
40.849381,4.950000
41.113981,4.950000
41.373918,4.950000
41.636728,4.950000
41.900837,4.950000
42.160636,4.950000
42.423240,4.950000
42.684737,4.950000
42.945872,4.950000
43.208285,4.950000
43.469771,4.950000
43.731487,4.950000
43.993127,4.950000
44.254535,4.950000
48.426839,4.950000
48.687401,4.950000
48.947321,4.950000
49.206933,4.950000
49.468638,4.950000
49.726297,4.950000
49.986259,4.950000
50.247200,4.950000
50.505244,4.950000
50.765282,4.950000
51.024580,4.950000
51.283595,4.950000
51.542847,4.950000
51.801663,4.950000
52.060974,4.950000
56.197308,4.950000
56.456183,4.950000
56.714110,4.950000
56.972779,4.950000
57.231633,4.950000
57.489430,4.950000
57.748153,4.950000
58.005769,4.950000
58.264082,4.950000
58.522505,4.950000
58.779831,4.950000
59.037925,4.950000
59.296165,4.950000
59.553343,4.950000
59.811490,4.950000
63.922527,4.950000
64.178574,4.950000
64.434883,4.950000
64.691003,4.950000
64.946987,4.950000
65.205121,4.950000
65.460818,4.950000
65.714784,4.950000
65.970478,4.950000
66.227542,4.950000
66.481404,4.950000
66.737047,4.950000
66.992505,4.950000
67.248418,4.950000
67.505176,4.950000
71.596775,4.950000
71.850571,4.950000
72.106335,4.950000
72.361808,4.950000
72.617691,4.950000
72.875608,4.950000
73.128495,4.950000
73.383972,4.950000
73.639654,4.950000
73.895859,4.950000
74.153524,4.950000
74.407170,4.950000
74.663105,4.950000
74.918748,4.950000
75.174451,4.950000
79.270000,4.950000
79.524325,4.950000
79.780960,4.950000
80.036921,4.950000
80.293076,4.950000
80.549132,4.950000
80.805427,4.950000
81.061771,4.950000
81.318181,4.950000
81.576999,4.950000
81.833095,4.950000
82.087088,4.950000
82.343339,4.950000
82.599542,4.950000
82.856287,4.950000
86.961982,4.950000
87.218786,4.950000
87.475639,4.950000
87.732680,4.950000
87.990325,4.950000
88.246855,4.950000
88.503892,4.950000
88.760539,4.950000
89.017380,4.950000
89.274878,4.950000
89.531078,4.950000
89.788256,4.950000
90.045618,4.950000
90.302992,4.950000
90.560791,4.950000
94.680044,4.950000
94.937186,4.950000
95.194937,4.950000
95.452531,4.950000
95.710342,4.950000
95.968756,4.950000
96.226266,4.950000
96.484511,4.950000
96.743085,4.950000
97.000492,4.950000
97.258426,4.950000
97.516696,4.950000
97.774586,4.950000
98.033006,4.950000
98.291801,4.950000
102.427419,4.950000
102.685816,4.950000
102.944639,4.950000
103.203458,4.950000
103.462272,4.950000
103.720826,4.950000
103.979380,4.950000
104.238319,4.950000
104.496977,4.950000
104.755906,4.950000
105.015425,4.950000
105.274082,4.950000
105.533090,4.950000
105.791887,4.950000
106.050811,4.950000
110.199929,4.950000
110.459970,4.950000
110.718823,4.950000
110.978559,4.950000
111.240147,4.950000
111.498044,4.950000
111.758104,4.950000
112.017828,4.950000
112.277238,4.950000
112.539126,4.950000
112.798505,4.950000
113.056533,4.950000
113.316420,4.950000
113.576303,4.950000
113.836552,4.950000
117.998829,4.950000
118.259404,4.950000
118.520727,4.950000
118.781141,4.950000
119.041431,4.950000
119.301267,4.950000
119.562257,4.950000
119.822410,4.950000
120.083045,4.950000
120.344214,4.950000
120.604364,4.950000
120.865719,4.950000
121.125702,4.950000
121.386189,4.950000
121.647485,4.950000
125.824022,4.950000
126.084738,4.950000
126.346322,4.950000
126.608474,4.950000
126.869342,4.950000
127.130898,4.950000
127.392798,4.950000
127.653816,4.950000
127.915903,4.950000
128.177054,4.950000
128.438955,4.950000
128.700770,4.950000
128.962568,4.950000
129.224085,4.950000
129.487125,4.950000
133.686438,4.950000
133.948517,4.950000
134.211314,4.950000
134.474813,4.950000
134.737051,4.950000
135.000250,4.950000
135.262253,4.950000
135.524931,4.950000
135.787641,4.950000
136.050539,4.950000
136.313983,4.950000
136.576502,4.950000
136.839542,4.950000
137.103013,4.950000
137.365322,4.950000
141.575173,4.950000
141.839106,4.950000
142.101888,4.950000
142.365244,4.950000
142.628688,4.950000
142.892117,4.950000
143.155991,4.950000
143.419711,4.950000
143.814328,4.950000
144.077956,4.950000
144.344824,4.950000
144.606400,4.950000
144.868905,4.950000
145.134373,4.950000
145.397091,4.950000
149.620332,4.950000
149.884203,4.950000
150.150526,4.950000
150.413506,4.950000
150.677876,4.950000
150.942346,4.950000
151.206186,4.950000
151.472352,4.950000
151.734756,4.950000
151.999271,4.950000
152.266006,4.950000
152.527976,4.950000
152.794198,4.950000
153.058262,4.950000
153.322403,4.950000
157.558744,4.950000
157.825083,4.950000
158.091323,4.950000
158.354013,4.950000
158.618808,4.950000
158.883647,4.950000
159.148557,4.950000
159.414816,4.950000
159.679033,4.950000
159.944025,4.950000
160.209236,4.950000
160.474687,4.950000
160.740054,4.950000
161.004828,4.950000
161.269331,4.950000
165.515946,4.950000
165.781134,4.950000
166.046688,4.950000
166.312235,4.950000
166.577793,4.950000
166.843615,4.950000
167.109503,4.950000
167.375277,4.950000
167.640997,4.950000
167.906558,4.950000
168.172313,4.950000
168.438106,4.950000
168.703751,4.950000
168.970149,4.950000
169.235854,4.950000
173.497577,4.950000
173.762554,4.950000
174.029792,4.950000
174.295510,4.950000
174.562226,4.950000
174.828979,4.950000
175.095788,4.950000
175.362880,4.950000
175.629754,4.950000
175.896636,4.950000
176.163653,4.950000
176.430659,4.950000
176.697863,4.950000
176.964998,4.950000
177.232510,4.950000
181.513214,4.950000
181.780986,4.950000
182.048614,4.950000
182.316354,4.950000
182.584133,4.950000
182.851941,4.950000
183.119948,4.950000
183.387892,4.950000
183.655952,4.950000
183.923985,4.950000
184.192000,4.950000
184.460260,4.950000
184.727949,4.950000
184.996035,4.950000
185.264252,4.950000
189.556456,4.950000
189.824815,4.950000
190.093318,4.950000
190.364999,4.950000
190.630543,4.950000
190.899291,4.950000
191.167952,4.950000
191.436433,4.950000
191.704755,4.950000
191.973211,4.950000
192.242318,4.950000
192.510960,4.950000
192.779501,4.950000
193.048625,4.950000
193.317489,4.950000
197.619232,4.950000
197.890164,4.950000
198.157495,4.950000
198.427339,4.950000
198.696310,4.950000
198.965377,4.950000
199.235575,4.950000
199.503345,4.950000
199.772881,4.950000
200.042648,4.950000
200.312222,4.950000
200.582047,4.950000
200.850292,4.950000
201.119600,4.950000
201.389182,4.950000
205.705077,4.950000
205.973338,4.950000
206.242730,4.950000
206.512891,4.950000
206.782810,4.950000
207.052928,4.950000
207.323371,4.950000
